DateTime,Chennai,Delhi,Hyderabad,Kolkata,Mumbai,Time,Part
1/6/16 1:00,20,34,32,41,16,100,1.EarlyMorning
1/6/16 2:00,32,43,40,33,13,200,1.EarlyMorning
1/6/16 3:00,36,74,39,28,9,300,1.EarlyMorning
1/6/16 4:00,27,52,33,18,8,400,1.EarlyMorning
1/6/16 5:00,31,46,35,22,16,500,1.EarlyMorning
1/6/16 6:00,33,38,35,23,14,600,1.EarlyMorning
1/6/16 7:00,27,46,30,30,12,700,2.Morning
1/6/16 8:00,28,38,42,27,14,800,2.Morning
1/6/16 9:00,31,48,43,24,25,900,2.Morning
1/6/16 10:00,27,52,34,22,26,1000,2.Morning
1/6/16 11:00,NA,37,54,32,25,1100,2.Morning
1/6/16 12:00,NA,34,44,31,30,1200,2.Morning
1/6/16 13:00,NA,44,48,25,30,1300,3.Afternoon
1/6/16 14:00,NA,45,61,30,21,1400,3.Afternoon
1/6/16 15:00,NA,36,60,29,42,1500,3.Afternoon
1/6/16 16:00,NA,35,41,37,24,1600,3.Afternoon
1/6/16 17:00,30,44,59,36,26,1700,3.Afternoon
1/6/16 18:00,NA,55,66,40,26,1800,3.Afternoon
1/6/16 19:00,NA,59,54,34,29,1900,4.Evening
1/6/16 20:00,NA,70,66,44,30,2000,4.Evening
1/6/16 21:00,NA,65,90,31,23,2100,4.Evening
1/6/16 22:00,38,36,71,31,17,2200,4.Evening
1/6/16 23:00,48,26,68,30,17,2300,4.Evening
1/6/16 23:59,39,41,61,29,18,2400,4.Evening
2/6/16 1:00,NA,43,47,33,13,100,1.EarlyMorning
2/6/16 2:00,NA,47,53,32,24,200,1.EarlyMorning
2/6/16 3:00,22,65,38,32,15,300,1.EarlyMorning
2/6/16 4:00,24,37,48,29,13,400,1.EarlyMorning
2/6/16 5:00,20,34,43,32,15,500,1.EarlyMorning
2/6/16 6:00,20,35,39,35,11,600,1.EarlyMorning
2/6/16 7:00,NA,32,41,33,17,700,2.Morning
2/6/16 8:00,NA,92,41,23,14,800,2.Morning
2/6/16 9:00,28,68,46,27,13,900,2.Morning
2/6/16 10:00,44,68,40,24,10,1000,2.Morning
2/6/16 11:00,35,65,48,31,16,1100,2.Morning
2/6/16 12:00,NA,55,41,35,22,1200,2.Morning
2/6/16 13:00,NA,44,38,35,12,1300,3.Afternoon
2/6/16 14:00,NA,28,45,43,22,1400,3.Afternoon
2/6/16 15:00,NA,37,37,NA,19,1500,3.Afternoon
2/6/16 16:00,NA,20,52,44,22,1600,3.Afternoon
2/6/16 17:00,NA,29,49,46,18,1700,3.Afternoon
2/6/16 18:00,57,24,48,40,22,1800,3.Afternoon
2/6/16 19:00,25,34,55,41,NA,1900,4.Evening
2/6/16 20:00,37,50,49,42,19,2000,4.Evening
2/6/16 21:00,38,54,41,50,23,2100,4.Evening
2/6/16 22:00,24,65,34,44,15,2200,4.Evening
2/6/16 23:00,32,64,42,40,15,2300,4.Evening
2/6/16 23:59,34,76,31,28,17,2400,4.Evening
3/6/16 1:00,29,75,33,27,13,100,1.EarlyMorning
3/6/16 2:00,21,96,35,30,14,200,1.EarlyMorning
3/6/16 3:00,23,81,32,25,8,300,1.EarlyMorning
3/6/16 4:00,14,81,30,26,7,400,1.EarlyMorning
3/6/16 5:00,30,118,29,20,15,500,1.EarlyMorning
3/6/16 6:00,26,107,31,26,12,600,1.EarlyMorning
3/6/16 7:00,26,108,38,37,11,700,2.Morning
3/6/16 8:00,39,122,37,33,13,800,2.Morning
3/6/16 9:00,36,126,45,33,8,900,2.Morning
3/6/16 10:00,56,122,39,34,20,1000,2.Morning
3/6/16 11:00,41,99,47,33,16,1100,2.Morning
3/6/16 12:00,42,94,53,38,20,1200,2.Morning
3/6/16 13:00,42,77,42,39,NA,1300,3.Afternoon
3/6/16 14:00,43,58,45,32,7,1400,3.Afternoon
3/6/16 15:00,32,48,44,33,18,1500,3.Afternoon
3/6/16 16:00,31,38,49,35,21,1600,3.Afternoon
3/6/16 17:00,27,63,61,42,16,1700,3.Afternoon
3/6/16 18:00,44,54,78,41,21,1800,3.Afternoon
3/6/16 19:00,47,55,208,38,23,1900,4.Evening
3/6/16 20:00,50,74,87,35,12,2000,4.Evening
3/6/16 21:00,48,89,65,35,18,2100,4.Evening
3/6/16 22:00,56,84,53,37,17,2200,4.Evening
3/6/16 23:00,44,97,44,38,20,2300,4.Evening
3/6/16 23:59,21,97,37,36,18,2400,4.Evening
4/6/16 1:00,20,99,41,33,18,100,1.EarlyMorning
4/6/16 2:00,14,89,27,38,16,200,1.EarlyMorning
4/6/16 3:00,25,93,28,27,39,300,1.EarlyMorning
4/6/16 4:00,30,78,30,25,13,400,1.EarlyMorning
4/6/16 5:00,30,76,32,26,11,500,1.EarlyMorning
4/6/16 6:00,24,85,27,28,9,600,1.EarlyMorning
4/6/16 7:00,36,79,36,18,16,700,2.Morning
4/6/16 8:00,26,115,31,24,12,800,2.Morning
4/6/16 9:00,30,129,33,25,10,900,2.Morning
4/6/16 10:00,27,82,30,28,13,1000,2.Morning
4/6/16 11:00,31,70,29,27,16,1100,2.Morning
4/6/16 12:00,35,59,37,32,17,1200,2.Morning
4/6/16 13:00,34,45,28,30,19,1300,3.Afternoon
4/6/16 14:00,38,48,29,39,22,1400,3.Afternoon
4/6/16 15:00,32,71,41,31,9,1500,3.Afternoon
4/6/16 16:00,32,76,44,34,16,1600,3.Afternoon
4/6/16 17:00,38,42,41,31,17,1700,3.Afternoon
4/6/16 18:00,39,45,40,37,16,1800,3.Afternoon
4/6/16 19:00,46,59,62,27,21,1900,4.Evening
4/6/16 20:00,67,71,47,37,17,2000,4.Evening
4/6/16 21:00,41,79,38,33,22,2100,4.Evening
4/6/16 22:00,29,85,32,31,24,2200,4.Evening
4/6/16 23:00,28,62,35,32,14,2300,4.Evening
4/6/16 23:59,30,51,42,41,15,2400,4.Evening
5/6/16 1:00,17,54,41,36,17,100,1.EarlyMorning
5/6/16 2:00,23,65,38,30,13,200,1.EarlyMorning
5/6/16 3:00,35,68,42,26,14,300,1.EarlyMorning
5/6/16 4:00,29,69,51,28,9,400,1.EarlyMorning
5/6/16 5:00,30,68,28,25,7,500,1.EarlyMorning
5/6/16 6:00,40,74,30,35,10,600,1.EarlyMorning
5/6/16 7:00,42,67,37,25,11,700,2.Morning
5/6/16 8:00,47,60,49,25,16,800,2.Morning
5/6/16 9:00,39,72,38,24,3,900,2.Morning
5/6/16 10:00,37,55,36,20,13,1000,2.Morning
5/6/16 11:00,43,60,47,17,12,1100,2.Morning
5/6/16 12:00,47,52,53,20,14,1200,2.Morning
5/6/16 13:00,37,50,48,24,14,1300,3.Afternoon
5/6/16 14:00,31,58,46,27,14,1400,3.Afternoon
5/6/16 15:00,31,52,45,21,13,1500,3.Afternoon
5/6/16 16:00,31,45,40,22,19,1600,3.Afternoon
5/6/16 17:00,34,42,53,18,14,1700,3.Afternoon
5/6/16 18:00,30,51,66,19,18,1800,3.Afternoon
5/6/16 19:00,44,46,60,25,27,1900,4.Evening
5/6/16 20:00,38,56,60,25,26,2000,4.Evening
5/6/16 21:00,26,65,65,32,23,2100,4.Evening
5/6/16 22:00,25,48,68,30,27,2200,4.Evening
5/6/16 23:00,22,54,43,28,27,2300,4.Evening
5/6/16 23:59,25,48,52,31,27,2400,4.Evening
6/6/16 1:00,5,36,43,27,19,100,1.EarlyMorning
6/6/16 2:00,15,36,50,23,21,200,1.EarlyMorning
6/6/16 3:00,17,33,40,18,20,300,1.EarlyMorning
6/6/16 4:00,20,34,40,17,23,400,1.EarlyMorning
6/6/16 5:00,16,36,47,25,42,500,1.EarlyMorning
6/6/16 6:00,23,38,34,23,40,600,1.EarlyMorning
6/6/16 7:00,27,26,34,23,30,700,2.Morning
6/6/16 8:00,30,27,38,20,24,800,2.Morning
6/6/16 9:00,35,38,36,18,28,900,2.Morning
6/6/16 10:00,29,31,49,19,35,1000,2.Morning
6/6/16 11:00,32,33,53,21,22,1100,2.Morning
6/6/16 12:00,24,44,47,24,26,1200,2.Morning
6/6/16 13:00,28,46,47,29,27,1300,3.Afternoon
6/6/16 14:00,27,69,38,30,33,1400,3.Afternoon
6/6/16 15:00,15,48,51,22,39,1500,3.Afternoon
6/6/16 16:00,24,37,44,21,37,1600,3.Afternoon
6/6/16 17:00,29,43,43,27,49,1700,3.Afternoon
6/6/16 18:00,44,44,45,31,48,1800,3.Afternoon
6/6/16 19:00,35,6,62,40,49,1900,4.Evening
6/6/16 20:00,26,36,56,29,47,2000,4.Evening
6/6/16 21:00,23,53,47,34,49,2100,4.Evening
6/6/16 22:00,18,59,46,35,39,2200,4.Evening
6/6/16 23:00,30,53,29,30,33,2300,4.Evening
6/6/16 23:59,11,55,46,27,21,2400,4.Evening
7/6/16 1:00,4,52,30,31,18,100,1.EarlyMorning
7/6/16 2:00,25,50,34,31,19,200,1.EarlyMorning
7/6/16 3:00,17,50,35,28,25,300,1.EarlyMorning
7/6/16 4:00,7,49,26,25,17,400,1.EarlyMorning
7/6/16 5:00,29,50,36,21,26,500,1.EarlyMorning
7/6/16 6:00,30,49,34,24,20,600,1.EarlyMorning
7/6/16 7:00,40,53,36,34,23,700,2.Morning
7/6/16 8:00,45,59,51,33,38,800,2.Morning
7/6/16 9:00,32,64,54,26,29,900,2.Morning
7/6/16 10:00,35,61,51,35,16,1000,2.Morning
7/6/16 11:00,23,68,56,31,25,1100,2.Morning
7/6/16 12:00,26,61,43,27,21,1200,2.Morning
7/6/16 13:00,30,55,34,30,30,1300,3.Afternoon
7/6/16 14:00,34,38,45,34,19,1400,3.Afternoon
7/6/16 15:00,30,27,28,28,19,1500,3.Afternoon
7/6/16 16:00,36,22,28,36,19,1600,3.Afternoon
7/6/16 17:00,27,18,39,32,25,1700,3.Afternoon
7/6/16 18:00,30,14,43,32,22,1800,3.Afternoon
7/6/16 19:00,28,26,44,26,26,1900,4.Evening
7/6/16 20:00,27,31,52,34,23,2000,4.Evening
7/6/16 21:00,24,39,73,27,21,2100,4.Evening
7/6/16 22:00,23,35,72,32,16,2200,4.Evening
7/6/16 23:00,22,37,65,30,22,2300,4.Evening
7/6/16 23:59,25,33,65,28,16,2400,4.Evening
8/6/16 1:00,10,40,48,26,7,100,1.EarlyMorning
8/6/16 2:00,27,42,46,23,8,200,1.EarlyMorning
8/6/16 3:00,26,30,43,24,8,300,1.EarlyMorning
8/6/16 4:00,24,43,52,20,8,400,1.EarlyMorning
8/6/16 5:00,32,49,41,20,10,500,1.EarlyMorning
8/6/16 6:00,29,42,51,27,15,600,1.EarlyMorning
8/6/16 7:00,39,48,46,34,10,700,2.Morning
8/6/16 8:00,39,57,38,23,10,800,2.Morning
8/6/16 9:00,56,52,36,27,14,900,2.Morning
8/6/16 10:00,43,72,36,38,13,1000,2.Morning
8/6/16 11:00,33,60,45,39,14,1100,2.Morning
8/6/16 12:00,48,64,47,42,14,1200,2.Morning
8/6/16 13:00,42,56,35,27,17,1300,3.Afternoon
8/6/16 14:00,35,54,28,17,16,1400,3.Afternoon
8/6/16 15:00,38,54,30,23,18,1500,3.Afternoon
8/6/16 16:00,43,57,35,26,16,1600,3.Afternoon
8/6/16 17:00,46,65,34,19,19,1700,3.Afternoon
8/6/16 18:00,30,54,NA,30,18,1800,3.Afternoon
8/6/16 19:00,38,55,56,26,26,1900,4.Evening
8/6/16 20:00,47,50,52,32,19,2000,4.Evening
8/6/16 21:00,33,46,45,29,27,2100,4.Evening
8/6/16 22:00,39,50,44,28,23,2200,4.Evening
8/6/16 23:00,25,40,43,18,42,2300,4.Evening
8/6/16 23:59,21,51,33,21,11,2400,4.Evening
9/6/16 1:00,5,60,44,30,22,100,1.EarlyMorning
9/6/16 2:00,10,57,37,27,14,200,1.EarlyMorning
9/6/16 3:00,13,46,39,24,13,300,1.EarlyMorning
9/6/16 4:00,23,49,39,22,9,400,1.EarlyMorning
9/6/16 5:00,20,52,31,21,18,500,1.EarlyMorning
9/6/16 6:00,24,49,28,20,7,600,1.EarlyMorning
9/6/16 7:00,40,47,26,36,18,700,2.Morning
9/6/16 8:00,27,51,30,26,12,800,2.Morning
9/6/16 9:00,42,54,34,25,8,900,2.Morning
9/6/16 10:00,27,61,27,32,17,1000,2.Morning
9/6/16 11:00,22,57,36,38,19,1100,2.Morning
9/6/16 12:00,15,65,36,37,NA,1200,2.Morning
9/6/16 13:00,21,57,32,39,NA,1300,3.Afternoon
9/6/16 14:00,25,60,28,36,NA,1400,3.Afternoon
9/6/16 15:00,37,51,27,43,NA,1500,3.Afternoon
9/6/16 16:00,23,60,35,37,NA,1600,3.Afternoon
9/6/16 17:00,21,74,27,29,17,1700,3.Afternoon
9/6/16 18:00,30,35,40,31,26,1800,3.Afternoon
9/6/16 19:00,33,29,35,35,22,1900,4.Evening
9/6/16 20:00,31,40,40,32,18,2000,4.Evening
9/6/16 21:00,25,27,74,31,20,2100,4.Evening
9/6/16 22:00,26,47,44,27,24,2200,4.Evening
9/6/16 23:00,35,45,38,27,22,2300,4.Evening
9/6/16 23:59,30,46,37,33,2,2400,4.Evening
10/6/16 1:00,25,48,30,35,11,100,1.EarlyMorning
10/6/16 2:00,30,45,46,28,10,200,1.EarlyMorning
10/6/16 3:00,26,46,45,41,11,300,1.EarlyMorning
10/6/16 4:00,25,39,30,39,11,400,1.EarlyMorning
10/6/16 5:00,25,38,35,45,19,500,1.EarlyMorning
10/6/16 6:00,35,42,26,41,12,600,1.EarlyMorning
10/6/16 7:00,25,42,NA,42,18,700,2.Morning
10/6/16 8:00,21,51,NA,59,23,800,2.Morning
10/6/16 9:00,21,47,NA,66,13,900,2.Morning
10/6/16 10:00,21,47,NA,62,13,1000,2.Morning
10/6/16 11:00,18,52,NA,63,19,1100,2.Morning
10/6/16 12:00,25,52,45,49,18,1200,2.Morning
10/6/16 13:00,29,55,37,48,27,1300,3.Afternoon
10/6/16 14:00,21,68,33,53,24,1400,3.Afternoon
10/6/16 15:00,15,66,27,59,20,1500,3.Afternoon
10/6/16 16:00,25,89,34,58,21,1600,3.Afternoon
10/6/16 17:00,43,84,34,57,23,1700,3.Afternoon
10/6/16 18:00,17,53,47,59,17,1800,3.Afternoon
10/6/16 19:00,31,54,48,57,23,1900,4.Evening
10/6/16 20:00,33,52,NA,47,21,2000,4.Evening
10/6/16 21:00,33,52,NA,69,19,2100,4.Evening
10/6/16 22:00,29,33,NA,64,17,2200,4.Evening
10/6/16 23:00,24,36,NA,66,17,2300,4.Evening
10/6/16 23:59,23,42,NA,61,17,2400,4.Evening
11/6/16 1:00,20,33,NA,53,6,100,1.EarlyMorning
11/6/16 2:00,11,44,NA,44,15,200,1.EarlyMorning
11/6/16 3:00,23,31,NA,40,20,300,1.EarlyMorning
11/6/16 4:00,30,32,NA,37,8,400,1.EarlyMorning
11/6/16 5:00,24,32,NA,44,11,500,1.EarlyMorning
11/6/16 6:00,32,35,NA,38,18,600,1.EarlyMorning
11/6/16 7:00,33,41,NA,37,17,700,2.Morning
11/6/16 8:00,22,32,NA,40,17,800,2.Morning
11/6/16 9:00,20,35,NA,40,25,900,2.Morning
11/6/16 10:00,23,55,NA,39,43,1000,2.Morning
11/6/16 11:00,25,33,35,44,9,1100,2.Morning
11/6/16 12:00,28,33,42,54,10,1200,2.Morning
11/6/16 13:00,26,23,39,47,135,1300,3.Afternoon
11/6/16 14:00,27,22,45,61,153,1400,3.Afternoon
